매출 전자(수정) 세금계산서 목록조회,,,,,,,,,,,,,,,,,,,,,,,,대표 품목,,,,,,,,
작성일자,승인번호,발급일자,전송일자,공급자사업자등록번호,종사업장번호,상호,대표자명,주소,공급받는자사업자등록번호,종사업장번호,상호,대표자명,주소,합계금액,공급가액,세액,전자세금계산서분류,전자세금계산서종류,발급유형,비고,영수/청구 구분,공급자 이메일,공급받는자 이메일1,공급받는자 이메일2,품목일자,품목명,품목규격,품목수량,품목단가,품목공급가액,품목세액,품목비고
2026-08-18,20260818-41000061-jaleb635,2026-08-18,2026-08-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","8,360,000","7,600,000","760,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yoontak.han@bertis.com,,2026-08-18,"1248R, Multi-purpose Centrifuge without Rotor (220V, 50/60Hz) bench to",,1,"7,600,000","7,600,000","760,000",
2026-08-18,20260818-41000061-jakeb5kc,2026-08-18,2026-08-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","1,650,000","1,500,000","150,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yoontak.han@bertis.com,,2026-08-18,Four-wing Swing r250 ㎖ Rotor for holding r250 bucket & plate holder,4 x 250 ㎖,1,"700,000","700,000","70,000",
2026-08-18,20260818-41000061-iiefu2k3,2026-08-18,2026-08-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","5,720,000","5,200,000","520,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yoontak.han@bertis.com,,2026-08-18,Countess™ 3 Automated Cell Counter Starter Package,,1,"5,200,000","5,200,000","520,000",
2026-08-18,20260818-41000061-iiaft813,2026-08-18,2026-08-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","-1,650,000","-1,500,000","-150,000",수정세금계산서,일반(수정),ASP발급,"당초 작성일자 (2026.08.18), 당초 승인번호 (20260818-41000061-jakeb5kc)/계약의 해제",청구,newgenes@newgenesci.com,yoontak.han@bertis.com,,2026-08-18,Four-wing Swing r250 ㎖ Rotor for holding r250 bucket & plate holder,4 x 250 ㎖,-1,"700,000","-700,000","-70,000",
2026-08-18,20260818-41000061-ii9ft7lu,2026-08-18,2026-08-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","-8,360,000","-7,600,000","-760,000",수정세금계산서,일반(수정),ASP발급,"당초 작성일자 (2026.08.18), 당초 승인번호 (20260818-41000061-jaleb635)/계약의 해제",청구,newgenes@newgenesci.com,yoontak.han@bertis.com,,2026-08-18,"1248R, Multi-purpose Centrifuge without Rotor (220V, 50/60Hz) bench to",,-1,"7,600,000","-7,600,000","-760,000",
2026-08-18,20260818-41000061-ii8ft77m,2026-08-18,2026-08-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","-6,050,000","-5,500,000","-550,000",수정세금계산서,일반(수정),ASP발급,"당초 작성일자 (2026.08.18), 당초 승인번호 (20260818-41000061-jameb6de)/계약의 해제",청구,newgenes@newgenesci.com,yoontak.han@bertis.com,,2026-08-18,"1730R, Microcentrifuge with Rotor(220V, 50/60Hz) included GYGREB-M-m2.0-24",,-1,"5,500,000","-5,500,000","-550,000",
2026-08-10,20260810-41000061-77t2k1ec,2026-08-10,2026-08-10,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",463-81-03153,,주식회사 셀바스찬,김교범,"서울시특별시 중구 필동로1길 30, 01228호(필동3가, 동국대학교)","4,869,150","4,426,500","442,650",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,miae0812@naver.com,,2026-08-10,MEM 외 11건,,0,0,"4,426,500","442,650",
2026-08-10,20260810-41000061-53eu4286,2026-08-10,2026-08-10,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",128-86-88690,,주식회사 나노백스,김봉윤,"제주특별자치도 제주시 연삼로 793, 1동 2층(화북이동)","4,999,500","4,545,000","454,500",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,watson11@hometax.go.kr,,2026-08-10,Gibco FBS (Fetal Bovine Serum) 500ml,,6,"710,000","4,260,000","426,000",
2026-08-10,20260810-41000061-4t542h2f,2026-08-11,2026-08-11,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",209-82-03522,,한국과학기술연구원,오상록,서울특별시 성북구 하월곡동 39-1,"2,225,300","2,023,000","202,300",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bmpark@kist.re.kr,,2026-08-10,Anti-HMGB1 antibody,,1,"760,300","760,300","76,030",
2026-08-04,20260804-41000061-7urplm1c,2026-08-04,2026-08-04,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","5,500,000","5,000,000","500,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,sj.im@dawinbiotech.com,,2026-08-04,ExTransfection Electroporation System,,1,"5,000,000","5,000,000","500,000",
2026-08-04,20260804-41000061-7uqpllnd,2026-08-04,2026-08-04,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","8,823,375","8,021,250","802,125",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,sj.im@dawinbiotech.com,,2026-08-04,[EXT-1025K] ExTransfection 10 ul Kit (25 x 2 reaction),(지역),1,"521,250","521,250","52,125",
2026-08-04,20260804-41000061-7uppllb6,2026-08-04,2026-08-04,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","990,000","900,000","90,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-08-04,"Nugens 1250 µl Pipette Tip, Refill type, Natural, Sterile","[768 Tips/Pack, 10 Packs/Carton]",30,"30,000","900,000","90,000",
2026-07-31,20260731-41000061-rs528eij,2026-08-14,2026-08-14,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",208-82-01633,,서울대학교병원,백남종,서울특별시 종로구 대학로 101(연건동),"9,417,100","8,561,000","856,100",수정세금계산서,일반(수정),ASP발급,당초 승인번호 (20260731-41000061-6deq6u3j)/기재사항 착오.정정,청구,newgenes@newgenesci.com,usun1907@naver.com,,2026-07-31,Anti-LRRC15 antibody [EPR28303-108] 외 15종,,1,"8,561,000","8,561,000","856,100",
2026-07-31,20260731-41000061-rrq26hnh,2026-08-14,2026-08-14,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",208-82-01633,,서울대학교병원,김영태,서울특별시 종로구 대학로 101(연건동),"-9,417,100","-8,561,000","-856,100",수정세금계산서,일반(수정),ASP발급,당초 승인번호 (20260731-41000061-6deq6u3j)/기재사항 착오.정정,청구,newgenes@newgenesci.com,usun1907@naver.com,,2026-07-31,Anti-LRRC15 antibody [EPR28303-108] 외 15종,,-1,"8,561,000","-8,561,000","-856,100",
2026-07-31,20260731-41000061-f2hgtpr2,2026-08-03,2026-08-03,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","660,000","600,000","60,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-07-31,"NuGen AG Refill Tip, 10ul, Nature, Sterile",,15,"40,000","600,000","60,000",
2026-07-31,20260731-41000061-6deq6u3j,2026-07-31,2026-07-31,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",208-82-01633,,서울대학교병원,김영태,서울특별시 종로구 대학로 101(연건동),"9,417,100","8,561,000","856,100",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,usun1907@naver.com,,2026-07-31,Anti-LRRC15 antibody [EPR28303-108] 외 15종,,1,"8,561,000","8,561,000","856,100",
2026-07-31,20260731-41000061-2nmnic9o,2026-08-07,2026-08-07,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",338-81-00525,,(주)아이엠디팜,박영준,"경기도 수원시 영통구 대학4로 17, 305호~307호(이의동 1248-3)","275,000","250,000","25,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yhc@imdpharm.co.kr,,2026-07-31,Silicone oil viscosity 100 cSt (25 °C)-63148-62-9,,1,"200,000","200,000","20,000",
2026-07-29,20260729-41000061-6p2moqvh,2026-07-29,2026-07-29,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",149-86-03645,,주식회사 제닉스바이오,박승문,"전북특별자치도 전주시 덕진구 백제대로 567, 110호(금암동, 농업생명과학대학2호관)","12,320,000","11,200,000","1,120,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,smpark@yeastechbio.com,,2026-07-29,5단 5열 Slide Rack 외 5건,,0,0,"11,200,000","1,120,000",
2026-07-27,20260727-41000008-0991fyqj,2026-07-28,2026-07-29,595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로  190 (소하동) b동 921호,104-81-58502,,(주)아이마켓코리아,김학재,"서울특별시 강남구 삼성로  511 (삼성동, 아이콘 삼성)","2,200,000","2,000,000","200,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,ap.master@imarketkorea.com,,2026-07-27,ExTransfection 100 μL Kit,,,0,"2,000,000","200,000",
2026-07-16,20260716-41000061-2nlnibwc,2026-08-07,2026-08-07,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",409-87-03767,,에이티지바이오 주식회사,신하철,"경기도 수원시 영통구 덕영대로 1462-14, 116동902호(망포동, 힐스테이트 영통)","136,400","124,000","12,400",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,atzbio@naver.com,,2026-07-16,"NuGen Serological pipette, Welding, 50ml [75 PCS/BOX, 6 BOXES/CASE]",,1,"56,000","56,000","5,600",
2026-07-10,20260710-41000061-th976s79,2026-07-28,2026-07-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","990,000","900,000","90,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-07-10,"Nugens 1250 µl Pipette Tip, Refill type, Natural, Sterile","[768 Tips/Pack, 10 Packs/Carton]",30,"30,000","900,000","90,000",
2026-07-10,20260710-41000061-rjcb3vjd,2026-07-15,2026-07-15,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",463-81-03153,,주식회사 셀바스찬,김교범,"서울시특별시 중구 필동로1길 30, 01228호(필동3가, 동국대학교)","4,714,600","4,286,000","428,600",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,miae0812@naver.com,,2026-07-10,CellTracker™ Deep Red Dye 외 22건,,0,0,"4,286,000","428,600",
2026-07-10,20260710-41000061-ggh1uarw,2026-07-22,2026-07-22,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","5,593,500","5,085,000","508,500",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-07-10,[EXT-1025K] ExTransfection 10 ul Kit (25 x 2 reaction),,3,"521,250","1,563,750","156,375",
2026-07-08,20260708-41000061-j525woe7,2026-07-08,2026-07-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",128-86-88690,,주식회사 나노백스,김봉윤,"제주특별자치도 제주시 연삼로 793, 1동 2층(화북이동)","4,994,000","4,540,000","454,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,watson11@hometax.go.kr,,2026-07-08,Gibco FBS (Fetal Bovine Serum) 500ml,,4,"780,000","3,120,000","312,000",
2026-07-08,20260708-41000061-bje9i1kh,2026-07-08,2026-07-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","5,562,040","5,056,400","505,640",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-07-08,TritonX-100,,1,"5,056,400","5,056,400","505,640",
2026-07-08,20260708-41000061-2nknibkf,2026-08-07,2026-08-07,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",643-87-03090,,(주)케이에스씨바이오,김선옥,"경기도 화성시 효행로 1051, 6층 605호(진안동, 메인프라자)","112,750","102,500","10,250",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,stchoi91@gmail.com,,2026-07-08,EC (Escherichia coli) Broth [500g],,1,"102,500","102,500","10,250",
2026-07-06,20260706-41000061-w7i7w946,2026-07-28,2026-07-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명G타워 B동 921호",202-87-01983,,이뮤노디자이너스 주식회사,오성수,"서울특별시 강남구 테헤란로 322, 서관동 14층 1418, 1419호(역삼동, 한신인터밸리24빌딩)","264,000","240,000","24,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,ydheo@immunodesigners.com,,2026-07-06,"NuGen Serological pipette, Welding, 25ml [100 PCS/BOX, 6 BOXES/CASE]",,6,"40,000","240,000","24,000",
2026-07-03,20260703-41000061-pdbv9763,2026-07-06,2026-07-06,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","41,118,000","37,380,000","3,738,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-07-03,"ExTransfection, Transfection System starter pack (pipette, Station, 10ul, 100ul tips 192reaction)",,3,"12,460,000","37,380,000","3,738,000",
2026-07-01,20260701-41000061-c7v4jpji,2026-07-02,2026-07-02,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",158-81-02757,,주식회사 이스텍바이오,박승문,"전라북도 전주시 덕진구 백제대로 567, 108호(금암동, 전북대 학교농생명과학대학2호관)","20,000,000","18,181,818","1,818,182",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,smpark@yeastechbio.com,,2026-07-01,5단 5열 Slide Rack,,20,"148,500","2,970,000","297,000",
2026-07-01,20260701-41000061-bjc9i122,2026-07-08,2026-07-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","3,300,000","3,000,000","300,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-07-01,Tween20 외,,1,"3,000,000","3,000,000","300,000",
