사업자 등록번호,595-81-02960,상호,주식회사 뉴진사이언스(New Gene Science Inc.),대표자 명,김기환,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
총 합계금액,"106,897,006",총 공급가액,"97,179,099",총 세액,"9,717,907",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매입 전자(수정) 세금계산서 목록조회,,,,,,,,,,,,,,,,,,,,,,,,대표 품목,,,,,,,,
작성일자,승인번호,발급일자,전송일자,공급자사업자등록번호,종사업장번호,상호,대표자명,주소,공급받는자사업자등록번호,종사업장번호,상호,대표자명,주소,합계금액,공급가액,세액,전자세금계산서분류,전자세금계산서종류,발급유형,비고,영수/청구 구분,공급자 이메일,공급받는자 이메일1,공급받는자 이메일2,품목일자,품목명,품목규격,품목수량,품목단가,품목공급가액,품목세액,품목비고
2026-08-10,20260810-41000096-48862664,2026-08-10,2026-08-11,130-86-32729,,(주)바이오프리,이영,경기 부천시 원미구 도당동 272-3 1층,595-81-02960,,주식회사 뉴진사이언스,김기환,경기 광명시 소하로 190 비동 9층 21호,"3,533,200","3,212,000","321,200",세금계산서,일반,ASP발급,,청구,biofree@biofree.co.kr,newgenes@newgenesci.com,,2026-08-10,ICE Maker 외,,,,"3,212,000","321,200",
2026-08-10,20260810-41000009-c000022s,2026-08-11,2026-08-12,213-86-04488,,(주)서린바이오사이언스,"황을문, 강미옥",경기 성남시 분당구 대왕판교로 700 (삼평동 코리아바이오파크A동4층),595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 비동 9층 21호(소하동, 광명G타워)","170,390","154,900","15,490",세금계산서,일반,ASP발급,,청구,bill@seoulin.co.kr,newgenes@newgenesci.com,,2026-08-10,Cytofix Fixation Buffer 100mL,sBot,1,"154,900","154,900","15,490",
2026-08-10,20260810-41000009-a00002no,2026-08-11,2026-08-12,160-86-00927,,(주)다윈바이오텍,김용문,"경기도 하남시 조정대로 150 (덕풍동, 아이테코) 607호",595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로 190 (소하동) 비동 9층 21호(광명G타워),"2,114,035","1,921,850","192,185",세금계산서,일반,ASP발급,,청구,sj.yoo@dawinbiotech.com,jason.kim@newgenesci.com,,2026-08-10,[ab18256] Anti-HMGB1 antibody 외,,,,"1,921,850","192,185",
2026-08-10,20260810-41000009-a00000sa,2026-08-10,2026-08-11,160-86-00927,,(주)다윈바이오텍,김용문,"경기도 하남시 조정대로 150 (덕풍동, 아이테코) 607호",595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로 190 (소하동) 비동 9층 21호(광명G타워),"4,625,692","4,205,175","420,517",세금계산서,일반,ASP발급,,청구,sj.yoo@dawinbiotech.com,jason.kim@newgenesci.com,,2026-08-10,[LM007-07] MEM 외,,,,"4,205,175","420,517",
2026-08-10,20260810-41000007-19012207,2026-08-10,2026-08-11,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","1,488,960","1,353,600","135,360",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,,Clonal Genes (1800＜X≤3200) - Total 2ea,bp,"4,104",200,"820,800","82,080",
2026-08-10,20260810-41000007-19012148,2026-08-10,2026-08-11,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","655,776","596,160","59,616",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,,Gene Fragments with Adapters(300＜X≤3200) - Total 2ea,bp,"4,968",120,"596,160","59,616",
2026-08-10,20260810-41000007-19012101,2026-08-10,2026-08-11,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","1,578,720","1,435,200","143,520",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,,Gene Fragments with Adapters(300＜X≤3200) - Total 8ea,bp,"11,960",120,"1,435,200","143,520",
2026-08-10,20260810-41000007-19012088,2026-08-10,2026-08-11,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","213,972","194,520","19,452",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,,Clonal Genes (300＜X≤1800) - Total 1ea,bp,822,160,"131,520","13,152",Q-693065
2026-08-10,20260810-10260810-37313219,2026-08-10,2026-08-10,275-88-02444,,"주식회사 지티과학(GTscience Co.,Ltd)",진평호,"경기도 하남시 미사대로 520, 씨에이동 8층 A031호(덕풍동, 현대지식산업센터 한강미사2차(25BL))",595-81-02960,,주식회사 뉴진사이언스,김기환,"경기도 광명시 소하로 190, 비동 9층 21호(소하동, 광명G타워)","2,506,790","2,278,900","227,890",세금계산서,일반,인터넷발급,,청구,,newgenes@newgenesci.com,,2026-08-10,(Sigma) H3375-250G - HEPES 외 13종,ea,1,"2,278,900","2,278,900","227,890",
2026-08-07,20260807-41000061-qfudrqp4,2026-08-10,2026-08-10,567-88-03231,,디에이치랩 주식회사,한아름,경기도 안산시 단원구 신길동 1229 리드 스마트스퀘어 지식산업센터 F-326호,595-81-02960,,주식회사 뉴진사이언스,김기환,"경기도 광명시 소하로 190, 비동 9층 21호(소하동, 광명G타워)","7,480","6,800",680,세금계산서,일반,ASP발급,,청구,,newgenes@newgenesci.com,,2026-08-07,Sucrose 848,500G,1,"6,800","6,800",680,
2026-08-07,20260807-41000061-l4botw5o,2026-08-07,2026-08-07,135-86-38204,,(주)바이오솔루션,피경태,경기도 수원시 영통구 대학4로 17 (이의동)  에이스광교타워1 318호,595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로 190 (소하동) 비동 9층 21호,"227,205","206,550","20,655",세금계산서,일반,ASP발급,,영수,order@bio-solution.co.kr,newgenes@newgenesci.com,,2026-08-07,10X TBS,1000ml,3,"68,850","206,550","20,655",
2026-08-07,20260807-41000008-fby86dgn,2026-08-07,2026-08-10,130-81-49813,,청호나이스(주),지기원,충북 진천군 이월면 진광로 486,595-81-02960,,(주)뉴진사이언스,김기환,"경기 광명시 소하로 190 B동 9층 21호 (소하동, 광명G타워)","45,900","41,727","4,173",세금계산서,일반,ASP발급,국민은행 804010484951 /  당월 내 미납시 가산금이 부과됩니다. 계약:13-0230049-24-00282,청구,10258006@chungho.co.kr,newgenes@newgenesci.com,,2026-08-07,렌탈료,,1,0,"41,727","4,173",
2026-08-07,20260807-41000007-18973883,2026-08-07,2026-08-08,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","633,600","576,000","57,600",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,,Clonal Genes (300＜X≤1800) - Total 2ea,bp,"2,650",160,"424,000","42,400",Q-695846
2026-08-06,20260806-41000096-49018816,2026-08-12,2026-08-13,229-81-08112,,(주)나노엔텍 본사,정찬일,서울시 구로구 구로3동 235-2 에이스하이엔드타워 1210호,595-81-02960,,주식회사 뉴진사이언스,김기환,"경기도 광명시 소하로 190 비동 9층 21호 (소하동, 광명G타워)","4,400,000","4,000,000","400,000",세금계산서,일반,ASP발급,,청구,joyhan@nanoentek.com,newgenes@newgenesci.com,,2026-08-06,ExTransfection System,EXT1000,1,"4,000,000","4,000,000","400,000",
2026-08-05,20260805-10260805-29999252,2026-08-05,2026-08-05,275-88-02444,,"주식회사 지티과학(GTscience Co.,Ltd)",진평호,"경기도 하남시 미사대로 520, 씨에이동 8층 A031호(덕풍동, 현대지식산업센터 한강미사2차(25BL))",595-81-02960,,주식회사 뉴진사이언스,김기환,"경기도 광명시 소하로 190, 비동 9층 21호(소하동, 광명G타워)","1,113,200","1,012,000","101,200",세금계산서,일반,인터넷발급,,청구,,newgenes@newgenesci.com,,2026-08-05,(Thermo) 37-0100 - c-Met Monoclonal Antibody (3D4) 외 1종,ea,1,"1,012,000","1,012,000","101,200",
2026-08-03,20260803-41000007-18836501,2026-08-03,2026-08-04,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","3,554,672","3,231,520","323,152",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,2026-08-03,Clonal Genes (300＜X≤1800) - Total 11ea,bp,"14,972",160,"2,395,520","239,552",Q-693010
2026-07-31,20260731-41000061-n1bhlitl,2026-07-31,2026-07-31,215-86-24821,,(주)다윈바이오,유선하,경기도 하남시 조정대로150 아이테코 블루존 601호,595-81-02960,,주식회사 뉴진사이언스 (New Gene Science Inc.),김기환,"경기도 광명시 소하로 190, 비동 9층 21호 (소하동, 광명G타워)","1,210,000","1,100,000","110,000",세금계산서,일반,ASP발급,,청구,jinlim@dawinbio.com,newgenes@newgenesci.com,,2026-07-31,장비 [EVE-MC] Automatic cell counter EVE,,0,0,"1,100,000","110,000",
2026-07-31,20260731-41000009-a0000bz5,2026-07-31,2026-08-01,160-86-00927,,(주)다윈바이오텍,김용문,"경기도 하남시 조정대로 150 (덕풍동, 아이테코) 607호",595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로 190 (소하동) 비동 9층 21호(광명G타워),"8,946,245","8,132,950","813,295",세금계산서,일반,ASP발급,,청구,sj.yoo@dawinbiotech.com,jason.kim@newgenesci.com,,2026-07-31,[ab320723] Anti-LRRC15 antibody [EPR28303-108] 외,,,,"8,132,950","813,295",
2026-07-31,20260731-10260804-29631587,2026-08-04,2026-08-04,260-01-01461,,우정컴퍼니,김우태,"인천 검단구 봉화로 18, 109동 302호",595-81-02960,,주식회사 뉴진사이언스,김기환,"경기도 광명시 소하로 190, 비동 9층 921호 소하동 광명G타워)","24,600","22,364","2,236",세금계산서,일반,인터넷발급,기업은행 686-029278-01-019 김우태(우정컴퍼니),청구,dnxkdcod3@naver.com,newgenes@newgenesci.com,,2026-07-31,7월택배비,,,,"11,455","1,145",
2026-07-31,20260731-10260803-26264379,2026-08-03,2026-08-03,386-81-00693,,주식회사 아이셀,이용철,"경기도 하남시 조정대로 150, 아이테코 755호",595-81-02960,,주식회사 뉴진사이언스(New Gene Science Inc.),김기환,"경기도 광명시 소하로 190, 비동 9층 21호(소하동, 광명G타워)","261,800","238,000","23,800",세금계산서,일반,인터넷발급,,청구,,newgenes@newgenesci.com,,2026-07-31,Silicone oil viscosity 100 cSt (25 °C)-63148-62-9,250ML,1,"188,000","188,000","18,800",
2026-07-30,20260730-41000007-18728705,2026-07-30,2026-07-31,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","3,466,496","3,151,360","315,136",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,,Gene Fragments without Adapters(300＜X≤3200)- Total 2ea,bp,"6,392",120,"767,040","76,704",
2026-07-30,20260730-10260730-22106227,2026-07-30,2026-07-30,134-13-73811,,삼성오에이프라자,송동운,"경기도 안산시 단원구 별망로 555, 2층 231,232호(원시동, 타원TAKRA-V 지식산업센터)",595-81-02960,,(주)뉴진사이언스,김기환,경기도광명시소하로190.비동9층21호,"110,000","100,000","10,000",세금계산서,일반,인터넷발급,,청구,sdwxerox@hanmail.net,newgenes@newgenesci.com,,2026-07-30,복사기사용료,,,,"100,000","10,000",
2026-07-29,20260729-41000096-46232563,2026-07-29,2026-07-30,229-81-08112,,(주)나노엔텍 본사,정찬일,서울시 구로구 구로3동 235-2 에이스하이엔드타워 1210호,595-81-02960,,주식회사 뉴진사이언스,김기환,"경기도 광명시 소하로 190 비동 9층 21호 (소하동, 광명G타워)","9,240,000","8,400,000","840,000",세금계산서,일반,ASP발급,,청구,joyhan@nanoentek.com,newgenes@newgenesci.com,,2026-07-29,ExTransfection 10 μL Kit,EXT1025K,10,"420,000","4,200,000","420,000",
2026-07-29,20260729-41000061-eb83igds,2026-07-30,2026-07-30,763-81-00487,,(주)엘피에스솔루션,김천기,대전광역시 대덕구 덕암로148번길29 (상서동),595-81-02960,,주식회사 뉴진사이언스(New Gene Science Inc.),김기환,경기도 광명시 소하로 190 (소하동) 비동 9층 21호(광명G타워),"770,000","700,000","70,000",세금계산서,일반,ASP발급,,청구,lpss56789@naver.com,newgenes@newgenesci.com,,2026-07-29,"NuGen AG Tip, 10ul, Extra Long, Nature, Racked, Sterile","96 Tips/rack, 10 racks/Pack, 5 Packs/Carton",250,"2,800","700,000","70,000",
2026-07-29,20260729-10260730-22131738,2026-07-30,2026-07-30,386-81-00693,,주식회사 아이셀,이용철,"경기도 하남시 조정대로 150, 아이테코 755호",595-81-02960,,주식회사 뉴진사이언스(New Gene Science Inc.),김기환,"경기도 광명시 소하로 190, 비동 9층 21호(소하동, 광명G타워)","254,870","231,700","23,170",세금계산서,일반,인터넷발급,,청구,,newgenes@newgenesci.com,,2026-07-29,"96 Well Cell Culture Plate, Flat, TC, Sterile, 1/pk, 100/cs",100/CS,1,"109,500","109,500","10,950",
2026-07-28,20260728-10260808-35890464,2026-08-08,2026-08-08,214-70-60653,,기업세무회계경영자문,강진현,"경기도 군포시 군포첨단산업2로7번길 8, 1318호(부곡동, 군포 에이스 더블유밸리)",595-81-02960,,주식회사뉴진사이언스,김기환,"경기 광명시 소하로 190 (소하동) 비동 9층 21호(소하동, 광명G타워)","165,000","150,000","15,000",세금계산서,일반,인터넷발급,,청구,kb01073658060@nate.com,,,2026-07-28,기장료,,,,"150,000","15,000",
2026-07-28,20260728-10260728-20597647,2026-07-28,2026-07-28,763-86-01332,,주식회사 비전랩사이언스,정혜영,"인천광역시 남동구 선수촌공원로17번길 1, A동 707호(구월동, 구월테크노밸리)",595-81-02960,,(주)뉴진사이언스,김기환,"경기 광명시 소하로 190 (소하동, 광명G타워) b동 921호","72,600","66,000","6,600",세금계산서,일반,인터넷발급,,영수,vls0711@hanmail.net,hugyoung@newgenesci.com,,2026-07-28,리키드블록커 ,,1,"66,000","66,000","6,600",
2026-07-27,20260727-41000096-45870534,2026-07-27,2026-07-28,101-81-65912,,(주)고려에이스과학,박건,서울특별시 종로구 돈화문로 4길 4 (장사동),595-81-02960,,주식회사 뉴진사이언스(New Gene Science Inc.),김기환,"경기도 광명시 소하로 190 비동 9층 21호 (소하동, 광명G타워)","106,700","97,000","9,700",세금계산서,일반,ASP발급,,영수,KOACE1@bill36524.com,bj.park@newgenesci.com,,2026-07-27,ⓗ Slide Folder,"20Slides, 192x295x11mm, Yellow",5,"13,400","67,000","6,700",
2026-07-27,20260727-41000007-18688278,2026-07-27,2026-07-28,641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 죽동로242번길 8-17,1층 102호",595-81-02960,,뉴진사이언스,김기환,"경기도 광명시 소하로 190, 광명 G타워 B동 921호 (소하동)","122,760","111,600","11,160",세금계산서,일반,ASP발급,,청구,xogenebio@xogenebio.com,newgenes@newgenesci.com,,,Gene Fragments with Adapters(300＜X≤3200) - Total 1ea,bp,930,120,"111,600","11,160",
2026-07-24,20260724-41000009-a000037q,2026-07-27,2026-07-28,160-86-00927,,(주)다윈바이오텍,김용문,"경기도 하남시 조정대로 150 (덕풍동, 아이테코) 607호",595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로 190 (소하동) 비동 9층 21호(광명G타워),"2,850,000","2,590,909","259,091",세금계산서,일반,ASP발급,,청구,sj.yoo@dawinbiotech.com,jason.kim@newgenesci.com,,2026-07-24,[29721T] SPDEF (F9M9S) Rabbit Monoclonal Antibody 외,,,,"2,590,909","259,091",
2026-07-23,20260723-41000085-00000604,2026-07-24,2026-07-24,119-19-49901,,성진정보텍,김성훈,"경기도 광명시 소하로190, 광명G타워 B동 901호",595-81-02960,,주식회사뉴진사이언스,김기환,"경기도 광명시 소하로190,비동9층21호","15,730","14,300","1,430",세금계산서,일반,ASP발급,,영수,sj8947060@naver.com,,,2026-07-23,성진정보텍,EA,1,"14,300","14,300","1,430",
2026-07-23,20260723-10260723-17624000,2026-07-23,2026-07-23,275-88-02444,,"주식회사 지티과학(GTscience Co.,Ltd)",진평호,"경기도 하남시 미사대로 520, 씨에이동 8층 A031호(덕풍동, 현대지식산업센터 한강미사2차(25BL))",595-81-02960,,주식회사 뉴진사이언스,김기환,"경기도 광명시 소하로 190, 비동 9층 21호(소하동, 광명G타워)","5,170,990","4,700,900","470,090",세금계산서,일반,인터넷발급,,청구,,newgenes@newgenesci.com,,2026-07-23,(Sigma) DUO92101 - Duolink® In Situ Red Starter Kit Mouse/Rabbit 외 2종,ea,1,"4,700,900","4,700,900","470,090",
2026-07-22,20260722-41000061-l6rcoror,2026-07-22,2026-07-22,120-87-47974,,코람바이오젠 (주),김수연,서울시 강남구 선릉로 76길 4 코람벤처타운 6층,595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로 190 광명 G 타워 B동 921호,"1,889,800","1,718,000","171,800",세금계산서,일반,ASP발급,,청구,,stella.yang@newgenesci.com,,2026-07-22,FEZF2 (Myc-DDK-tagged)-Human FEZ family zinc finger 2 (FEZF2) 외 1건,,0,0,"1,718,000","171,800",
