매출 전자(수정) 세금계산서 목록조회,,,,,,,,,,,,,,,,,,,,,,,,대표 품목,,,,,,,,
작성일자,승인번호,발급일자,전송일자,공급자사업자등록번호,종사업장번호,상호,대표자명,주소,공급받는자사업자등록번호,종사업장번호,상호,대표자명,주소,합계금액,공급가액,세액,전자세금계산서분류,전자세금계산서종류,발급유형,비고,영수/청구 구분,공급자 이메일,공급받는자 이메일1,공급받는자 이메일2,품목일자,품목명,품목규격,품목수량,품목단가,품목공급가액,품목세액,품목비고
2026-06-05,20260605-41000061-wgdkpkkk,2026-06-05,2026-06-05,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","11,129,976","10,118,160","1,011,816",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-06-05,FBS Certified,500ml,10,"1,011,816","10,118,160","1,011,816",
2026-06-05,20260605-41000061-donv9lwi,2026-06-08,2026-06-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","11,130,020","10,118,200","1,011,820",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-06-05,DTT [10 g] 외,,1,"10,118,200","10,118,200","1,011,820",
2026-06-01,20260601-41000061-r7b2qcu4,2026-06-10,2026-06-10,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","2,223,375","2,021,250","202,125",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-06-01,ExTransfection 100 ul kit (96 x 2 reactions),,1,"1,500,000","1,500,000","150,000",
2026-05-31,20260531-41000008-0991fiii,2026-06-02,2026-06-04,595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로  190 (소하동) b동 921호,104-81-58502,,(주)아이마켓코리아,김학재,"서울특별시 강남구 삼성로  511 (삼성동, 아이콘 삼성)","2,200,000","2,000,000","200,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,master.ar@imarketkorea.com,,2026-05-31,ExTransfection 100 μL Kit,,,0,"2,000,000","200,000",
2026-05-29,20260529-41000061-23qlc72u,2026-06-08,2026-06-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",158-81-02757,,주식회사 이스텍바이오,박승문,"전라북도 전주시 덕진구 백제대로 567, 108호(금암동, 전북대 학교농생명과학대학2호관)","4,991,800","4,538,000","453,800",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,smpark@yeastechbio.com,,2026-05-29,Glycerol 외 7건,,0,0,"4,538,000","453,800",
2026-05-22,20260522-41000061-h9ttiuak,2026-06-02,2026-06-02,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",202-87-01983,,이뮤노디자이너스 주식회사,오성수,"서울특별시 강남구 테헤란로 322, 서관동 14층 1418, 1419호(역삼동, 한신인터밸리24빌딩)","264,000","240,000","24,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,ydheo@immunodesigners.com,,2026-05-22,"NuGen Serological pipette, Stretching, 10ml",,6,"40,000","240,000","24,000",
2026-05-21,20260521-41000061-cq3holru,2026-05-21,2026-05-21,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",128-86-88690,,주식회사 나노백스,김봉윤,"제주특별자치도 제주시 연삼로 793, 1동 2층(화북이동)","5,500,000","5,000,000","500,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,watson11@hometax.go.kr,,2026-05-21,Porcine IFN-a CoA,,2,"2,500,000","5,000,000","500,000",
2026-05-20,20260520-41000061-p1pteh7i,2026-05-21,2026-05-21,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",596-84-00078,,1849바이오,석종철,"서울특별시 서초구 반포대로 58, 비1층 108호(서초동, 서초아트자이)","21,500,000","19,545,455","1,954,545",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,subin@1849.bio,,2026-05-20,중앙실험대 외 5종,,1,"19,545,454.55","19,545,455","1,954,545",
2026-05-20,20260520-41000061-96up74m7,2026-05-20,2026-05-20,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",643-87-03090,,(주)케이에스씨바이오,김선옥,"경기도 화성시 효행로 1051, 6층 605호(진안동, 메인프라자)","319,000","290,000","29,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,stchoi91@gmail.com,,2026-05-20,말토덱스트린,,10,"5,800","58,000","5,800",
2026-05-19,20260519-41000061-vjhj5th2,2026-05-20,2026-05-20,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",119-14-36473,,나노비티,이재수,"서울특별시 구로구 디지털로33길 28, 1414-1호(구로동, 우림이비지센터1차)","2,773,430","2,521,300","252,130",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,jslee@nanobt.com,,2026-05-19,Glycerol 외 4건,,0,0,"2,521,300","252,130",
2026-05-18,20260518-41000061-dpnnigl4,2026-05-21,2026-05-21,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 박산로 82, 2동 202호(구암동)","9,988,000","9,080,000","908,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,xogenebio@xogenebio.com,,2026-05-18,Clean Bench,set,1,"4,290,000","4,290,000","429,000",
2026-05-18,20260518-41000061-71wrh22w,2026-05-18,2026-05-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",149-86-03645,,주식회사 제닉스바이오,박승문,"전북특별자치도 전주시 덕진구 백제대로 567, 110호(금암동, 농업생명과학대학2호관)","2,996,400","2,724,000","272,400",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,smpark@yeastechbio.com,,2026-05-18,"Difco LB Agar, Miller 외 5건",,0,0,"2,724,000","272,400",
2026-05-15,20260515-41000061-ualhtmgu,2026-05-15,2026-05-15,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 박산로 82, 2동 202호(구암동)","11,467,500","10,425,000","1,042,500",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,xogenebio@xogenebio.com,,2026-05-15,중앙실험대 외 5종,,1,"10,425,000","10,425,000","1,042,500",
2026-05-12,20260512-41000061-5potapor,2026-05-12,2026-05-12,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",421-85-00320,,(주)삼양사 식품연구소,이운익,"경기도 성남시 분당구 판교로 295, 3층, 4층(삼평동)","27,330,380","24,845,800","2,484,580",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,jeeyoung.jeong@samyang.com,,2026-05-12,Clonal Genes (300<X≤1800) - Total ea 외 11건,,0,0,"24,845,800","2,484,580",
2026-05-11,20260511-41000061-fkt1i7c3,2026-05-21,2026-05-21,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","10,890,000","9,900,000","990,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-05-11,"Endoproteinase Lys-C, 3 mg",,5,"1,980,000","9,900,000","990,000",
2026-05-06,20260506-41000061-kl8i7kp8,2026-05-06,2026-05-06,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",209-82-03522,,한국과학기술연구원,오상록,서울특별시 성북구 하월곡동 39-1,"2,200,000","2,000,000","200,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,jyoo@kist.re.kr,,2026-05-06,ExTransfection 100 ul kit (96 x 2 reactions),,1,"2,000,000","2,000,000","200,000",
2026-04-30,20260430-41000008-0991f9ph,2026-05-06,2026-05-07,595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로  190 (소하동) b동 921호,104-81-58502,,(주)아이마켓코리아,김학재,"서울특별시 강남구 삼성로  511 (삼성동, 아이콘 삼성)","2,200,000","2,000,000","200,000",세금계산서,일반,ASP발급,,청구,jason.kim@newgenescl.com@jason.kim@newgenescl.com,ap.master@imarketkorea.com,,2026-04-30,ExTransfection 100 μL Kit,,,0,"2,000,000","200,000",
2026-04-28,20260428-41000061-t7mvssnr,2026-04-28,2026-04-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",119-82-03684,,서울대학교 산학협력단,김주한,"서울특별시 관악구 관악로 1(신림동, 서울대학교 942호 5층)","1,787,170","1,624,700","162,470",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,snu03684@snu.ac.kr,,2026-04-28,Twin Pack Purification Cartridge,,1,"1,261,700","1,261,700","126,170",
2026-04-28,20260428-41000061-t6iupqub,2026-04-28,2026-04-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",745-88-01828,,(주)아이젠사이언스,강재우,"서울특별시 성동구 뚝섬로1길 25, 5층 507호(성수동1가, 서울숲 한라에코밸리)","2,731,520","2,483,200","248,320",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,invoice@aigensciences.com,,2026-04-28,PURELAB CHORUS 2 AND 3 PRE-TREATMENT PACK,,1,"382,800","382,800","38,280",
2026-04-28,20260428-41000061-1tvv521d,2026-04-28,2026-04-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","412,500","375,000","37,500",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-04-28,"NuGen AG Tip 10ul, Racked",,30,"4,000","120,000","12,000",
2026-04-28,20260428-41000061-1ttv51js,2026-04-28,2026-04-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","6,253,500","5,685,000","568,500",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-04-28,Sample Concentration (MD200-1A),,3,"1,895,000","5,685,000","568,500",
2026-04-28,20260428-41000061-1trv51a7,2026-04-28,2026-04-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","2,948,000","2,680,000","268,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-04-28,"NuGen AG Refill Tip, 10ul, Nature, Sterile",,40,"24,000","960,000","96,000",
2026-04-27,20260427-41000061-rh15t6m7,2026-04-28,2026-04-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",348-88-02776,,주식회사 팹타머,윤미용,"서울특별시 광진구 능동로 209, 1106A호(군자동, 세종대학교 충무관)","19,965,000","18,150,000","1,815,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,sea0095@faptamer.com,,2026-04-27,Patho Gene-spin™ DNA RNA Extraction Kit 외 11건,,0,0,"18,150,000","1,815,000",
2026-04-23,20260423-41000061-1tpv4wvb,2026-04-28,2026-04-28,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",202-87-01983,,이뮤노디자이너스 주식회사,오성수,"서울특별시 강남구 테헤란로 322, 서관동 14층 1418, 1419호(역삼동, 한신인터밸리24빌딩)","163,900","149,000","14,900",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,ydheo@immunodesigners.com,,2026-04-23,"NuGen 15ml Centrifuge Tube, Sterile/box",,1,"67,000","67,000","6,700",
2026-04-22,20260422-41000061-ghguiatu,2026-04-24,2026-04-24,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",124-81-99109,,(주)마이크로디지탈,김경남,"경기도 성남시 분당구 판교역로 225-15, 업무비동 6층(삼평동, 업무B동)","781,000","710,000","71,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,ebjeong@md-best.com,,2026-04-22,C-Slide,,10,"71,000","710,000","71,000",
2026-04-21,20260421-41000061-4tjfe2om,2026-04-22,2026-04-22,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",128-86-88690,,주식회사 나노백스,김봉윤,"제주특별자치도 제주시 연삼로 793, 1동 2층(화북이동)","5,500,000","5,000,000","500,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,watson11@hometax.go.kr,,2026-04-21,Porcine IFN-a CoA,,2,"2,500,000","5,000,000","500,000",
2026-04-17,20260417-41000061-4u9i8sgp,2026-04-17,2026-04-17,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","1,146,750","1,042,500","104,250",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-04-17,ExTransfection 10 ul kit (25 x 2 reactions),,1,"521,250","521,250","52,125",
2026-04-09,20260409-41000061-4u7i8sgn,2026-04-17,2026-04-17,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","13,200,000","12,000,000","1,200,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-04-09,[EXT-10096K] ExTransfection 100 ul Kit (96 x 2 reaction),,8,"1,500,000","12,000,000","1,200,000",
2026-04-09,20260409-41000061-4u5i8sgl,2026-04-17,2026-04-17,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","573,375","521,250","52,125",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-04-09,[EXT-10025K] ExTransfection 100 ul Kit (25 x 2 reaction),,1,"521,250","521,250","52,125",
2026-04-06,20260406-41000061-49f7l5oa,2026-04-17,2026-04-17,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","573,375","521,250","52,125",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-04-06,ExTransfection 100 ul kit (25 x 2 reactions),,1,"521,250","521,250","52,125",
2026-04-03,20260403-41000061-cap7gtmj,2026-04-03,2026-04-03,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 박산로 82, 2동 202호(구암동)","3,865,400","3,514,000","351,400",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,xogenebio@xogenebio.com,,2026-04-03,Sabouraud dextrose agar 외 5건,,0,0,"3,514,000","351,400",
2026-04-02,20260402-41000061-1fa6wvsk,2026-04-02,2026-04-02,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",641-86-00839,,주식회사 엑소젠,조광호,"대전광역시 유성구 박산로 82, 2동 202호(구암동)","2,406,800","2,188,000","218,800",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,xogenebio@xogenebio.com,,2026-04-02,Syringe Filters(PTFE),,4,"273,000","1,092,000","109,200",
2026-03-27,20260327-41000061-ngv67oam,2026-03-31,2026-03-31,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",158-81-02757,,주식회사 이스텍바이오,박승문,"전라북도 전주시 덕진구 백제대로 567, 108호(금암동, 전북대 학교농생명과학대학2호관)","4,279,000","3,890,000","389,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,smpark@yeastechbio.com,,2026-03-27,Phosphoric acid (500ml) 외 8종,,1,"3,890,000","3,890,000","389,000",
2026-03-26,20260326-41000061-m5238nhi,2026-04-10,2026-04-10,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",303-86-00387,,주식회사 옵티젠,김영경,충청북도 청주시 흥덕구 동촌로28번길 16(지동동),"1,984,400","1,804,000","180,400",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,optigen77@gmail.com,,2026-03-26,ExTransfection 100 ul kit (96 x 2 reactions),,1,"1,800,000","1,800,000","180,000",
2026-03-23,20260323-41000061-sf5s7tfq,2026-03-30,2026-03-30,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",149-86-03645,,주식회사 제닉스바이오,박승문,"전북특별자치도 전주시 덕진구 백제대로 567, 110호(금암동, 농업생명과학대학2호관)","3,861,000","3,510,000","351,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,smpark@yeastechbio.com,,2026-03-23,Millipore Tryptone Soya Broth 외 5건,,0,0,"3,510,000","351,000",
2026-03-20,20260320-41000061-onn8e82d,2026-04-02,2026-04-02,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","573,375","521,250","52,125",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-03-20,ExTransfection 10 ul kit (25 x 2 reactions),,1,"521,250","521,250","52,125",
2026-03-20,20260320-41000061-fnbthgic,2026-03-24,2026-03-24,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","4,180,000","3,800,000","380,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-03-20,"Endoproteinase Lys-C, 3 mg",,2,"1,900,000","3,800,000","380,000",
2026-03-19,20260319-41000061-qws6d486,2026-04-08,2026-04-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",119-14-36473,,나노비티,이재수,"서울특별시 구로구 디지털로33길 28, 1414-1호(구로동, 우림이비지센터1차)","2,455,750","2,232,500","223,250",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,jslee@nanobt.com,,2026-03-19,DAEJUNG yeast extract 외 4건,,0,0,"2,232,500","223,250",
2026-03-18,20260318-41000061-wtk76vsn,2026-03-20,2026-03-20,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","836,000","760,000","76,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-03-18,"NuGen AG Refill Tip, 1250ul, Nature, Sterile",carton,4,"190,000","760,000","76,000",
2026-03-18,20260318-41000061-dle3lqvn,2026-03-18,2026-03-18,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","42,515,000","38,650,000","3,865,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-03-18,"[EXT-1000S] ExTransfection Starter Pack [Pipette, Station, 10ul, 100ul tips(192 rxn)] 외 2종",,1,"38,650,000","38,650,000","3,865,000",
2026-03-16,20260316-41000061-if9cp5r8,2026-03-16,2026-03-16,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","440,000","400,000","40,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-03-16,작업대/ WTB,630*750*500,1,"400,000","400,000","40,000",
