사업자 등록번호,595-81-02960,상호,주식회사 뉴진사이언스(New Gene Science Inc.),대표자 명,김기환,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
총 합계금액,"171,200,060",총 공급가액,"155,636,418",총 세액,"15,563,642",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매출 전자(수정) 세금계산서 목록조회,,,,,,,,,,,,,,,,,,,,,,,,대표 품목,,,,,,,,
작성일자,승인번호,발급일자,전송일자,공급자사업자등록번호,종사업장번호,상호,대표자명,주소,공급받는자사업자등록번호,종사업장번호,상호,대표자명,주소,합계금액,공급가액,세액,전자세금계산서분류,전자세금계산서종류,발급유형,비고,영수/청구 구분,공급자 이메일,공급받는자 이메일1,공급받는자 이메일2,품목일자,품목명,품목규격,품목수량,품목단가,품목공급가액,품목세액,품목비고
2026-07-01,20260701-41000061-c7v4jpji,2026-07-02,2026-07-02,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",158-81-02757,,주식회사 이스텍바이오,박승문,"전라북도 전주시 덕진구 백제대로 567, 108호(금암동, 전북대 학교농생명과학대학2호관)","20,000,000","18,181,818","1,818,182",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,smpark@yeastechbio.com,,2026-07-01,5단 5열 Slide Rack,,20,"148,500","2,970,000","297,000",
2026-07-01,20260701-41000061-bjc9i122,2026-07-08,2026-07-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","3,300,000","3,000,000","300,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-07-01,Tween20 외,,1,"3,000,000","3,000,000","300,000",
2026-06-30,20260630-41000008-0991frlg,2026-07-02,2026-07-03,595-81-02960,,주식회사 뉴진사이언스,김기환,경기도 광명시 소하로  190 (소하동) b동 921호,104-81-58502,,(주)아이마켓코리아,김학재,"서울특별시 강남구 삼성로  511 (삼성동, 아이콘 삼성)","2,200,000","2,000,000","200,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,ap.master@imarketkorea.com,,2026-06-30,ExTransfection 100 μL Kit,,,0,"2,000,000","200,000",
2026-06-24,20260624-41000061-dwr921h8,2026-06-24,2026-06-24,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",402-82-15272,,전북대학교산학협력단,백기태,전북특별자치도 전주시 덕진구 백제대로 567(금암동),"4,983,000","4,530,000","453,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,sujung1540@naver.com,,2026-06-24,Patho Gene-spin™ DNA RNA Extraction Kit 외 7건,,0,0,"4,530,000","453,000",
2026-06-22,20260622-41000061-8ulje2pm,2026-06-22,2026-06-22,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",462-18-01288,,이디랩서비스,임은지,"경긱도 의정부시 용민로 304, 504동 1802호(낙양동, 반도유보라아이비파크)","13,200,000","12,000,000","1,200,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,edlabs@naver.com,,2026-06-22,"ExTransfection, Transfection System starter pack (pipette, Station, 10ul, 100ul tips 192reaction)",,1,"12,000,000","12,000,000","1,200,000",
2026-06-11,20260611-41000061-ss4gc2jt,2026-06-11,2026-06-11,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",463-81-03153,,주식회사 셀바스찬,김교범,"서울시특별시 중구 필동로1길 30, 01228호(필동3가, 동국대학교)","4,319,150","3,926,500","392,650",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,miae0812@naver.com,,2026-06-11,Stericup Quick Release-GP Sterile Vacuum Filtr 외 13건,,0,0,"3,926,500","392,650",
2026-06-11,20260611-41000061-qk11pgqd,2026-06-16,2026-06-16,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",463-81-03153,,주식회사 셀바스찬,김교범,"서울시특별시 중구 필동로1길 30, 01228호(필동3가, 동국대학교)","4,319,150","3,926,500","392,650",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,miae0812@naver.com,,2026-06-11,Stericup Quick Release-GP Sterile Vacuum Filtr 외 6건,,0,0,"3,926,500","392,650",
2026-06-11,20260611-41000061-n4avduqr,2026-06-15,2026-06-15,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",463-81-03153,,주식회사 셀바스찬,김교범,"서울시특별시 중구 필동로1길 30, 01228호(필동3가, 동국대학교)","-4,319,150","-3,926,500","-392,650",수정세금계산서,일반(수정),ASP발급,당초 승인번호 (20260611-41000061-ss4gc2jt)/기재사항 착오.정정,청구,newgenes@newgenesci.com,miae0812@naver.com,,2026-06-11,Stericup Quick Release-GP Sterile Vacuum Filtr 외 13건,,0,0,"-3,926,500","-392,650",
2026-06-11,20260611-41000061-4341me6l,2026-06-16,2026-06-16,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",463-81-03153,,주식회사 셀바스찬,김교범,"서울시특별시 중구 필동로1길 30, 01228호(필동3가, 동국대학교)","-4,319,150","-3,926,500","-392,650",수정세금계산서,일반(수정),ASP발급,당초 승인번호 (20260611-41000061-2aovopw2)/기재사항 착오.정정,청구,newgenes@newgenesci.com,miae0812@naver.com,,2026-06-11,Stericup Quick Release-GP Sterile Vacuum Filtr 외 6건,,0,0,"-3,926,500","-392,650",
2026-06-11,20260611-41000061-2aovopw2,2026-06-15,2026-06-15,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",463-81-03153,,주식회사 셀바스찬,김교범,"서울시특별시 중구 필동로1길 30, 01228호(필동3가, 동국대학교)","4,319,150","3,926,500","392,650",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,miae0812@naver.com,,2026-06-11,Stericup Quick Release-GP Sterile Vacuum Filtr 외 6건,,0,0,"3,926,500","392,650",
2026-06-10,20260610-41000061-r7d2qdkv,2026-06-10,2026-06-10,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","17,716,875","16,106,250","1,610,625",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-06-10,ExTransfection 100 ul kit (96 x 2 reactions),,6,"1,500,000","9,000,000","900,000",
2026-06-10,20260610-41000061-pvu4m9td,2026-07-03,2026-07-03,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",120-88-23213,,(주)베르티스,"한승만,노동영","경기도 과천시 과천대로7길 33, B동 301, 302호(갈현동, 디 테크 타워 과천)","990,000","900,000","90,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,yeji.kang@bertis.com,,2026-06-10,"Nugens 1250 µl Pipette Tip, Refill type, Natural, Sterile","[768 Tips/Pack, 10 Packs/Carton]",30,"30,000","900,000","90,000",
2026-06-08,20260608-41000061-3bdtwb84,2026-06-08,2026-06-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","-11,129,976","-10,118,160","-1,011,816",수정세금계산서,일반(수정),ASP발급,"당초 작성일자 (2026.06.05), 당초 승인번호 (20260605-41000061-wgdkpkkk)/계약의 해제",청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-06-08,FBS Certified,500ml,-10,"1,011,816","-10,118,160","-1,011,816",
2026-06-08,20260608-41000061-23kjg5v3,2026-06-08,2026-06-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",883-88-00816,,(주)레스랩,백지현,"경기도 안양시 동안구 벌말로 66, 제에프비동 제지1층 107호(관양동, 평촌역 하이필드)","1,980,000","1,800,000","180,000",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,backgmd@naver.com,,2026-06-08,CO2 Incubator,,1,"1,800,000","1,800,000","180,000",
2026-06-05,20260605-41000061-wgdkpkkk,2026-06-05,2026-06-05,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","11,129,976","10,118,160","1,011,816",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-06-05,FBS Certified,500ml,10,"1,011,816","10,118,160","1,011,816",
2026-06-05,20260605-41000061-donv9lwi,2026-06-08,2026-06-08,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",135-22-56874,,바이오스템,권기원,"경기도 수원시 장안구 서부로 2193, 6층 604호(율전동, 율전동제일오피스텔)","11,130,020","10,118,200","1,011,820",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,kkwbiostem@hanmail.net,,2026-06-05,DTT [10 g] 외,,1,"10,118,200","10,118,200","1,011,820",
2026-06-04,20260604-41000061-ttv6t8j2,2026-07-09,2026-07-09,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",303-86-00387,,주식회사 옵티젠,김영경,충청북도 청주시 흥덕구 동촌로28번길 16(지동동),"1,984,400","1,804,000","180,400",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,optigen77@gmail.com,,2026-06-04,ExTransfection 100 ul kit (96 x 2 reactions),,1,"1,800,000","1,800,000","180,000",
2026-06-01,20260601-41000061-r7b2qcu4,2026-06-10,2026-06-10,595-81-02960,,(주)뉴진사이언스,김기환,"경기도 광명시 소하동 190,광명G타워 B동 921호",160-86-00927,,주식회사 다윈바이오텍,김용문,"경기도 하남시 조정대로 150, 607호(덕풍동, 아이테코)","2,223,375","2,021,250","202,125",세금계산서,일반,ASP발급,,청구,newgenes@newgenesci.com,bill@dawinbiotech.com,,2026-06-01,ExTransfection 100 ul kit (96 x 2 reactions),,1,"1,500,000","1,500,000","150,000",
